District_Name,Soil_color,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Crop,Fertilizer
Satara,Red,55,30,20,6,600,25,Tur,Urea
Satara,Red,60,30,20,6,600,25,Tur,Urea
Satara,Red,50,35,25,6.5,700,30,Tur,Urea
Satara,Red,55,35,25,6.5,700,30,Tur,Urea
Satara,Red,60,35,25,6.5,700,30,Tur,Urea
Satara,Red,50,40,20,6,600,35,Tur,Urea
Satara,Red,55,40,20,6,600,35,Tur,Urea
Satara,Red,60,40,20,6,600,35,Tur,Urea
Satara,Red,50,30,25,6.5,700,25,Tur,SSP
Satara,Red,55,30,25,6.5,700,25,Tur,SSP
Satara,Red,60,30,25,6.5,700,25,Tur,SSP
Satara,Red,50,35,20,6,600,30,Tur,SSP
Satara,Red,55,35,20,6,600,30,Tur,SSP
Satara,Red,60,35,20,6,600,30,Tur,SSP
Satara,Red,50,40,25,6.5,700,35,Tur,SSP
Satara,Red,55,40,25,6.5,700,35,Tur,SSP
Satara,Red,60,40,25,6.5,700,35,Tur,SSP
Satara,Black,40,25,10,6,500,20,Gram,DAP
Satara,Black,45,25,10,6,500,20,Gram,DAP
Satara,Black,50,25,10,6,500,20,Gram,DAP
Satara,Black,40,30,15,6.5,600,25,Gram,DAP
Satara,Black,45,30,15,6.5,600,25,Gram,DAP
Satara,Black,50,30,15,6.5,600,25,Gram,DAP
Satara,Black,40,25,15,6,500,20,Gram,MOP
Satara,Black,45,25,15,6,500,20,Gram,MOP
Satara,Black,50,25,15,6,500,20,Gram,MOP
Satara,Black,40,30,10,6.5,600,25,Gram,MOP
Satara,Black,45,30,10,6.5,600,25,Gram,MOP
Satara,Black,50,30,10,6.5,600,25,Gram,MOP
Satara,Red,80,40,40,6,1000,25,Rice,Urea
Satara,Red,85,40,40,6,1000,25,Rice,Urea
Satara,Red,90,40,40,6,1000,25,Rice,Urea
Satara,Red,95,40,40,6,1000,25,Rice,Urea
Satara,Red,100,40,40,6,1000,25,Rice,Urea
Satara,Red,105,40,40,6,1000,25,Rice,Urea
Satara,Red,110,40,40,6,1000,25,Rice,Urea
Satara,Red,115,40,40,6,1000,25,Rice,Urea
Satara,Red,120,40,40,6,1000,25,Rice,Urea
Satara,Red,80,45,45,6.5,1100,30,Rice,Urea
Satara,Red,85,45,45,6.5,1100,30,Rice,Urea
Satara,Red,90,45,45,6.5,1100,30,Rice,Urea
Satara,Red,95,45,45,6.5,1100,30,Rice,Urea
Satara,Red,100,45,45,6.5,1100,30,Rice,Urea
Satara,Red,105,45,45,6.5,1100,30,Rice,Urea
Satara,Red,110,45,45,6.5,1100,30,Rice,Urea
Satara,Red,115,45,45,6.5,1100,30,Rice,Urea
Satara,Red,120,45,45,6.5,1100,30,Rice,Urea
Satara,Red,80,50,50,7,1200,35,Rice,Urea
Satara,Red,85,50,50,7,1200,35,Rice,Urea
Satara,Red,90,50,50,7,1200,35,Rice,Urea
Satara,Red,95,50,50,7,1200,35,Rice,Urea
Satara,Red,100,50,50,7,1200,35,Rice,Urea
Satara,Red,105,50,50,7,1200,35,Rice,Urea
Satara,Red,110,50,50,7,1200,35,Rice,Urea
Satara,Red,115,50,50,7,1200,35,Rice,Urea
Satara,Red,120,50,50,7,1200,35,Rice,Urea
Satara,Red,80,55,55,7.5,1300,25,Rice,Urea
Satara,Red,85,55,55,7.5,1300,25,Rice,Urea
Satara,Red,90,55,55,7.5,1300,25,Rice,Urea
Satara,Red,95,55,55,7.5,1300,25,Rice,Urea
Satara,Red,100,55,55,7.5,1300,25,Rice,Urea
Satara,Red,105,55,55,7.5,1300,25,Rice,Urea
Satara,Red,110,55,55,7.5,1300,25,Rice,Urea
Satara,Red,115,55,55,7.5,1300,25,Rice,Urea
Satara,Red,120,55,55,7.5,1300,25,Rice,Urea
Satara,Red,80,60,60,6,1400,30,Rice,Urea
Satara,Red,85,60,60,6,1400,30,Rice,Urea
Satara,Red,90,60,60,6,1400,30,Rice,Urea
Satara,Red,95,60,60,6,1400,30,Rice,Urea
Satara,Red,100,60,60,6,1400,30,Rice,Urea
Satara,Red,105,60,60,6,1400,30,Rice,Urea
Satara,Red,110,60,60,6,1400,30,Rice,Urea
Satara,Red,115,60,60,6,1400,30,Rice,Urea
Satara,Red,120,60,60,6,1400,30,Rice,Urea
Satara,Red,80,40,45,6.5,1500,35,Rice,50:26:26 NPK
Satara,Red,85,40,45,6.5,1500,35,Rice,50:26:26 NPK
Satara,Red,90,40,45,6.5,1500,35,Rice,50:26:26 NPK
Satara,Red,95,40,45,6.5,1500,35,Rice,50:26:26 NPK
Satara,Red,100,40,45,6.5,1500,35,Rice,50:26:26 NPK
Satara,Red,105,40,45,6.5,1500,35,Rice,50:26:26 NPK
Satara,Red,110,40,45,6.5,1500,35,Rice,50:26:26 NPK
Satara,Red,115,40,45,6.5,1500,35,Rice,50:26:26 NPK
Satara,Red,120,40,45,6.5,1500,35,Rice,50:26:26 NPK
Satara,Red,80,45,50,7,1000,25,Rice,50:26:26 NPK
Satara,Red,85,45,50,7,1000,25,Rice,50:26:26 NPK
Satara,Red,90,45,50,7,1000,25,Rice,50:26:26 NPK
Satara,Red,95,45,50,7,1000,25,Rice,50:26:26 NPK
Satara,Red,100,45,50,7,1000,25,Rice,50:26:26 NPK
Satara,Red,105,45,50,7,1000,25,Rice,50:26:26 NPK
Satara,Red,110,45,50,7,1000,25,Rice,50:26:26 NPK
Satara,Red,115,45,50,7,1000,25,Rice,50:26:26 NPK
Satara,Red,120,45,50,7,1000,25,Rice,50:26:26 NPK
Satara,Red,80,50,55,7.5,1100,30,Rice,50:26:26 NPK
Satara,Red,85,50,55,7.5,1100,30,Rice,50:26:26 NPK
Satara,Red,90,50,55,7.5,1100,30,Rice,50:26:26 NPK
Satara,Red,95,50,55,7.5,1100,30,Rice,50:26:26 NPK
Satara,Red,100,50,55,7.5,1100,30,Rice,50:26:26 NPK
Satara,Red,105,50,55,7.5,1100,30,Rice,50:26:26 NPK
Satara,Red,110,50,55,7.5,1100,30,Rice,50:26:26 NPK
Satara,Red,115,50,55,7.5,1100,30,Rice,50:26:26 NPK
Satara,Red,120,50,55,7.5,1100,30,Rice,50:26:26 NPK
Satara,Red,80,55,60,6,1200,35,Rice,50:26:26 NPK
Satara,Red,85,55,60,6,1200,35,Rice,50:26:26 NPK
Satara,Red,90,55,60,6,1200,35,Rice,50:26:26 NPK
Satara,Red,95,55,60,6,1200,35,Rice,50:26:26 NPK
Satara,Red,100,55,60,6,1200,35,Rice,50:26:26 NPK
Satara,Red,105,55,60,6,1200,35,Rice,50:26:26 NPK
Satara,Red,110,55,60,6,1200,35,Rice,50:26:26 NPK
Satara,Red,115,55,60,6,1200,35,Rice,50:26:26 NPK
Satara,Red,120,55,60,6,1200,35,Rice,50:26:26 NPK
Satara,Red,80,60,40,6.5,1300,25,Rice,50:26:26 NPK
Satara,Red,85,60,40,6.5,1300,25,Rice,50:26:26 NPK
Satara,Red,90,60,40,6.5,1300,25,Rice,50:26:26 NPK
Satara,Red,95,60,40,6.5,1300,25,Rice,50:26:26 NPK
Satara,Red,100,60,40,6.5,1300,25,Rice,50:26:26 NPK
Satara,Red,105,60,40,6.5,1300,25,Rice,50:26:26 NPK
Satara,Red,110,60,40,6.5,1300,25,Rice,50:26:26 NPK
Satara,Red,115,60,40,6.5,1300,25,Rice,50:26:26 NPK
Satara,Red,120,60,40,6.5,1300,25,Rice,50:26:26 NPK
Satara,Red,80,40,50,7,1400,30,Rice,Urea
Satara,Red,85,40,50,7,1400,30,Rice,Urea
Satara,Red,90,40,50,7,1400,30,Rice,Urea
Satara,Red,95,40,50,7,1400,30,Rice,Urea
Satara,Red,100,40,50,7,1400,30,Rice,Urea
Satara,Red,105,40,50,7,1400,30,Rice,Urea
Satara,Red,110,40,50,7,1400,30,Rice,Urea
Satara,Red,115,40,50,7,1400,30,Rice,Urea
Satara,Red,120,40,50,7,1400,30,Rice,Urea
Satara,Red,80,45,55,7.5,1500,35,Rice,Urea
Satara,Red,85,45,55,7.5,1500,35,Rice,Urea
Satara,Red,90,45,55,7.5,1500,35,Rice,Urea
Satara,Red,95,45,55,7.5,1500,35,Rice,Urea
Satara,Red,100,45,55,7.5,1500,35,Rice,Urea
Satara,Red,105,45,55,7.5,1500,35,Rice,Urea
Satara,Red,110,45,55,7.5,1500,35,Rice,Urea
Satara,Red,115,45,55,7.5,1500,35,Rice,Urea
Satara,Red,120,45,55,7.5,1500,35,Rice,Urea
Satara,Red,80,50,60,6,1000,25,Rice,Urea
Satara,Red,85,50,60,6,1000,25,Rice,Urea
Satara,Red,90,50,60,6,1000,25,Rice,Urea
Satara,Red,95,50,60,6,1000,25,Rice,Urea
Satara,Red,100,50,60,6,1000,25,Rice,Urea
Satara,Red,105,50,60,6,1000,25,Rice,Urea
Satara,Red,110,50,60,6,1000,25,Rice,Urea
Satara,Red,115,50,60,6,1000,25,Rice,Urea
Satara,Red,120,50,60,6,1000,25,Rice,Urea
Satara,Red,80,55,40,6.5,1100,30,Rice,Urea
Satara,Red,85,55,40,6.5,1100,30,Rice,Urea
Satara,Red,90,55,40,6.5,1100,30,Rice,Urea
Satara,Red,95,55,40,6.5,1100,30,Rice,Urea
Satara,Red,100,55,40,6.5,1100,30,Rice,Urea
Satara,Red,105,55,40,6.5,1100,30,Rice,Urea
Satara,Red,110,55,40,6.5,1100,30,Rice,Urea
Satara,Red,115,55,40,6.5,1100,30,Rice,Urea
Satara,Red,120,55,40,6.5,1100,30,Rice,Urea
Satara,Red,80,60,45,7,1200,35,Rice,Urea
Satara,Red,85,60,45,7,1200,35,Rice,Urea
Satara,Red,90,60,45,7,1200,35,Rice,Urea
Satara,Red,95,60,45,7,1200,35,Rice,Urea
Satara,Red,100,60,45,7,1200,35,Rice,Urea
Satara,Red,105,60,45,7,1200,35,Rice,Urea
Satara,Red,110,60,45,7,1200,35,Rice,Urea
Satara,Red,115,60,45,7,1200,35,Rice,Urea
Satara,Red,120,60,45,7,1200,35,Rice,Urea
Satara,Red,80,40,55,7.5,1300,25,Rice,50:26:26 NPK
Satara,Red,85,40,55,7.5,1300,25,Rice,50:26:26 NPK
Satara,Red,90,40,55,7.5,1300,25,Rice,50:26:26 NPK
Satara,Red,95,40,55,7.5,1300,25,Rice,50:26:26 NPK
Satara,Red,100,40,55,7.5,1300,25,Rice,50:26:26 NPK
Satara,Red,105,40,55,7.5,1300,25,Rice,50:26:26 NPK
Satara,Red,110,40,55,7.5,1300,25,Rice,50:26:26 NPK
Satara,Red,115,40,55,7.5,1300,25,Rice,50:26:26 NPK
Satara,Red,120,40,55,7.5,1300,25,Rice,50:26:26 NPK
Satara,Red,80,45,60,6,1400,30,Rice,50:26:26 NPK
Satara,Red,85,45,60,6,1400,30,Rice,50:26:26 NPK
Satara,Red,90,45,60,6,1400,30,Rice,50:26:26 NPK
Satara,Red,95,45,60,6,1400,30,Rice,50:26:26 NPK
Satara,Red,100,45,60,6,1400,30,Rice,50:26:26 NPK
Satara,Red,105,45,60,6,1400,30,Rice,50:26:26 NPK
Satara,Red,110,45,60,6,1400,30,Rice,50:26:26 NPK
Satara,Red,115,45,60,6,1400,30,Rice,50:26:26 NPK
Satara,Red,120,45,60,6,1400,30,Rice,50:26:26 NPK
Satara,Red,80,50,40,6.5,1500,35,Rice,50:26:26 NPK
Satara,Red,85,50,40,6.5,1500,35,Rice,50:26:26 NPK
Satara,Red,90,50,40,6.5,1500,35,Rice,50:26:26 NPK
Satara,Red,95,50,40,6.5,1500,35,Rice,50:26:26 NPK
Satara,Red,100,50,40,6.5,1500,35,Rice,50:26:26 NPK
Satara,Red,105,50,40,6.5,1500,35,Rice,50:26:26 NPK
Satara,Red,110,50,40,6.5,1500,35,Rice,50:26:26 NPK
Satara,Red,115,50,40,6.5,1500,35,Rice,50:26:26 NPK
Satara,Red,120,50,40,6.5,1500,35,Rice,50:26:26 NPK
Satara,Red,80,55,45,7,1000,25,Rice,50:26:26 NPK
Satara,Red,85,55,45,7,1000,25,Rice,50:26:26 NPK
Satara,Red,90,55,45,7,1000,25,Rice,50:26:26 NPK
Satara,Red,95,55,45,7,1000,25,Rice,50:26:26 NPK
Satara,Red,100,55,45,7,1000,25,Rice,50:26:26 NPK
Satara,Red,105,55,45,7,1000,25,Rice,50:26:26 NPK
Satara,Red,110,55,45,7,1000,25,Rice,50:26:26 NPK
Satara,Red,115,55,45,7,1000,25,Rice,50:26:26 NPK
Satara,Red,120,55,45,7,1000,25,Rice,50:26:26 NPK
Satara,Red,80,60,50,7.5,1100,30,Rice,50:26:26 NPK
Satara,Red,85,60,50,7.5,1100,30,Rice,50:26:26 NPK
Satara,Red,90,60,50,7.5,1100,30,Rice,50:26:26 NPK
Satara,Red,95,60,50,7.5,1100,30,Rice,50:26:26 NPK
Satara,Red,100,60,50,7.5,1100,30,Rice,50:26:26 NPK
Satara,Red,105,60,50,7.5,1100,30,Rice,50:26:26 NPK
Satara,Red,110,60,50,7.5,1100,30,Rice,50:26:26 NPK
Satara,Red,115,60,50,7.5,1100,30,Rice,50:26:26 NPK
Satara,Red,120,60,50,7.5,1100,30,Rice,50:26:26 NPK
Satara,Red,80,40,60,6,1200,35,Rice,Urea
Satara,Red,85,40,60,6,1200,35,Rice,Urea
Satara,Red,90,40,60,6,1200,35,Rice,Urea
Satara,Red,95,40,60,6,1200,35,Rice,Urea
Satara,Red,100,40,60,6,1200,35,Rice,Urea
Satara,Red,105,40,60,6,1200,35,Rice,Urea
Satara,Red,110,40,60,6,1200,35,Rice,Urea
Satara,Red,115,40,60,6,1200,35,Rice,Urea
Satara,Red,120,40,60,6,1200,35,Rice,Urea
Satara,Red,80,45,40,6.5,1300,25,Rice,Urea
Satara,Red,85,45,40,6.5,1300,25,Rice,Urea
Satara,Red,90,45,40,6.5,1300,25,Rice,Urea
Satara,Red,95,45,40,6.5,1300,25,Rice,Urea
Satara,Red,100,45,40,6.5,1300,25,Rice,Urea
Satara,Red,105,45,40,6.5,1300,25,Rice,Urea
Satara,Red,110,45,40,6.5,1300,25,Rice,Urea
Satara,Red,115,45,40,6.5,1300,25,Rice,Urea
Satara,Red,120,45,40,6.5,1300,25,Rice,Urea
Satara,Red,80,50,45,7,1400,30,Rice,Urea
Satara,Red,85,50,45,7,1400,30,Rice,Urea
Satara,Red,90,50,45,7,1400,30,Rice,Urea
Satara,Red,95,50,45,7,1400,30,Rice,Urea
Satara,Red,100,50,45,7,1400,30,Rice,Urea
Satara,Red,105,50,45,7,1400,30,Rice,Urea
Satara,Red,110,50,45,7,1400,30,Rice,Urea
Satara,Red,115,50,45,7,1400,30,Rice,Urea
Satara,Red,120,50,45,7,1400,30,Rice,Urea
Satara,Red,80,55,50,7.5,1500,35,Rice,Urea
Satara,Red,85,55,50,7.5,1500,35,Rice,Urea
Satara,Red,90,55,50,7.5,1500,35,Rice,Urea
Satara,Red,95,55,50,7.5,1500,35,Rice,Urea
Satara,Red,100,55,50,7.5,1500,35,Rice,Urea
Satara,Red,105,55,50,7.5,1500,35,Rice,Urea
Satara,Red,110,55,50,7.5,1500,35,Rice,Urea
Satara,Red,115,55,50,7.5,1500,35,Rice,Urea
Satara,Red,120,55,50,7.5,1500,35,Rice,Urea
Satara,Red,80,60,55,6,1000,20,Rice,Urea
Satara,Red,85,60,55,6,1000,20,Rice,Urea
Satara,Red,90,60,55,6,1000,20,Rice,Urea
Satara,Red,95,60,55,6,1000,20,Rice,Urea
Satara,Red,100,60,55,6,1000,20,Rice,Urea
Satara,Red,105,60,55,6,1000,20,Rice,Urea
Satara,Red,110,60,55,6,1000,20,Rice,Urea
Satara,Red,115,60,55,6,1000,20,Rice,Urea
Satara,Red,120,60,55,6,1000,20,Rice,Urea
Satara,Black,40,20,20,6,400,25,Jowar,10:26:26 NPK
Satara,Black,45,20,20,6,400,25,Jowar,10:26:26 NPK
Satara,Black,50,20,20,6,400,25,Jowar,10:26:26 NPK
Satara,Black,55,20,20,6,400,25,Jowar,10:26:26 NPK
Satara,Black,60,20,20,6,400,25,Jowar,10:26:26 NPK
Satara,Black,40,25,25,6.5,500,30,Jowar,10:26:26 NPK
Satara,Black,45,25,25,6.5,500,30,Jowar,10:26:26 NPK
Satara,Black,50,25,25,6.5,500,30,Jowar,10:26:26 NPK
Satara,Black,55,25,25,6.5,500,30,Jowar,10:26:26 NPK
Satara,Black,60,25,25,6.5,500,30,Jowar,10:26:26 NPK
Satara,Black,40,30,30,7,600,35,Jowar,10:26:26 NPK
Satara,Black,45,30,30,7,600,35,Jowar,10:26:26 NPK
Satara,Black,50,30,30,7,600,35,Jowar,10:26:26 NPK
Satara,Black,55,30,30,7,600,35,Jowar,10:26:26 NPK
Satara,Black,60,30,30,7,600,35,Jowar,10:26:26 NPK
Satara,Black,40,35,35,7.5,400,25,Jowar,10:26:26 NPK
Satara,Black,45,35,35,7.5,400,25,Jowar,10:26:26 NPK
Satara,Black,50,35,35,7.5,400,25,Jowar,10:26:26 NPK
Satara,Black,55,35,35,7.5,400,25,Jowar,10:26:26 NPK
Satara,Black,60,35,35,7.5,400,25,Jowar,10:26:26 NPK
Satara,Black,40,40,40,6,500,30,Jowar,10:26:26 NPK
Satara,Black,45,40,40,6,500,30,Jowar,10:26:26 NPK
Satara,Black,50,40,40,6,500,30,Jowar,10:26:26 NPK
Satara,Black,55,40,40,6,500,30,Jowar,10:26:26 NPK
Satara,Black,60,40,40,6,500,30,Jowar,10:26:26 NPK
Satara,Black,40,20,25,6.5,600,35,Jowar,Urea
Satara,Black,45,20,25,6.5,600,35,Jowar,Urea
Satara,Black,50,20,25,6.5,600,35,Jowar,Urea
Satara,Black,55,20,25,6.5,600,35,Jowar,Urea
Satara,Black,60,20,25,6.5,600,35,Jowar,Urea
Satara,Black,40,25,30,7,400,25,Jowar,Urea
Satara,Black,45,25,30,7,400,25,Jowar,Urea
Satara,Black,50,25,30,7,400,25,Jowar,Urea
Satara,Black,55,25,30,7,400,25,Jowar,Urea
Satara,Black,60,25,30,7,400,25,Jowar,Urea
Satara,Black,40,30,35,7.5,500,30,Jowar,Urea
Satara,Black,45,30,35,7.5,500,30,Jowar,Urea
Satara,Black,50,30,35,7.5,500,30,Jowar,Urea
Satara,Black,55,30,35,7.5,500,30,Jowar,Urea
Satara,Black,60,30,35,7.5,500,30,Jowar,Urea
Satara,Black,40,35,40,6,600,35,Jowar,Urea
Satara,Black,45,35,40,6,600,35,Jowar,Urea
Satara,Black,50,35,40,6,600,35,Jowar,Urea
Satara,Black,55,35,40,6,600,35,Jowar,Urea
Satara,Black,60,35,40,6,600,35,Jowar,Urea
Satara,Black,40,40,20,6.5,400,25,Jowar,Urea
Satara,Black,45,40,20,6.5,400,25,Jowar,Urea
Satara,Black,50,40,20,6.5,400,25,Jowar,Urea
Satara,Black,55,40,20,6.5,400,25,Jowar,Urea
Satara,Black,60,40,20,6.5,400,25,Jowar,Urea
Satara,Black,40,20,30,7,500,30,Jowar,SSP
Satara,Black,45,20,30,7,500,30,Jowar,SSP
Satara,Black,50,20,30,7,500,30,Jowar,SSP
Satara,Black,55,20,30,7,500,30,Jowar,SSP
Satara,Black,60,20,30,7,500,30,Jowar,SSP
Satara,Black,40,25,35,7.5,600,35,Jowar,SSP
Satara,Black,45,25,35,7.5,600,35,Jowar,SSP
Satara,Black,50,25,35,7.5,600,35,Jowar,SSP
Satara,Black,55,25,35,7.5,600,35,Jowar,SSP
Satara,Black,60,25,35,7.5,600,35,Jowar,SSP
Satara,Black,40,30,40,6,400,25,Jowar,SSP
Satara,Black,45,30,40,6,400,25,Jowar,SSP
Satara,Black,50,30,40,6,400,25,Jowar,SSP
Satara,Black,55,30,40,6,400,25,Jowar,SSP
Satara,Black,60,30,40,6,400,25,Jowar,SSP
Satara,Black,40,35,20,6.5,500,30,Jowar,SSP
Satara,Black,45,35,20,6.5,500,30,Jowar,SSP
Satara,Black,50,35,20,6.5,500,30,Jowar,SSP
Satara,Black,55,35,20,6.5,500,30,Jowar,SSP
Satara,Black,60,35,20,6.5,500,30,Jowar,SSP
Satara,Black,40,40,25,7,600,35,Jowar,SSP
Satara,Black,45,40,25,7,600,35,Jowar,SSP
Satara,Black,50,40,25,7,600,35,Jowar,SSP
Satara,Black,55,40,25,7,600,35,Jowar,SSP
Satara,Black,60,40,25,7,600,35,Jowar,SSP
Satara,Black,40,20,35,7.5,400,25,Jowar,10:26:26 NPK
Satara,Black,45,20,35,7.5,400,25,Jowar,10:26:26 NPK
Satara,Black,50,20,35,7.5,400,25,Jowar,10:26:26 NPK
Satara,Black,55,20,35,7.5,400,25,Jowar,10:26:26 NPK
Satara,Black,60,20,35,7.5,400,25,Jowar,10:26:26 NPK
Satara,Black,40,25,40,6,500,30,Jowar,10:26:26 NPK
Satara,Black,45,25,40,6,500,30,Jowar,10:26:26 NPK
Satara,Black,50,25,40,6,500,30,Jowar,10:26:26 NPK
Satara,Black,55,25,40,6,500,30,Jowar,10:26:26 NPK
Satara,Black,60,25,40,6,500,30,Jowar,10:26:26 NPK
Satara,Black,40,30,20,6.5,600,35,Jowar,10:26:26 NPK
Satara,Black,45,30,20,6.5,600,35,Jowar,10:26:26 NPK
Satara,Black,50,30,20,6.5,600,35,Jowar,10:26:26 NPK
Satara,Black,55,30,20,6.5,600,35,Jowar,10:26:26 NPK
Satara,Black,60,30,20,6.5,600,35,Jowar,10:26:26 NPK
Satara,Black,40,35,25,7,400,25,Jowar,10:26:26 NPK
Satara,Black,45,35,25,7,400,25,Jowar,10:26:26 NPK
Satara,Black,50,35,25,7,400,25,Jowar,10:26:26 NPK
Satara,Black,55,35,25,7,400,25,Jowar,10:26:26 NPK
Satara,Black,60,35,25,7,400,25,Jowar,10:26:26 NPK
Satara,Black,40,40,30,7.5,500,30,Jowar,10:26:26 NPK
Satara,Black,45,40,30,7.5,500,30,Jowar,10:26:26 NPK
Satara,Black,50,40,30,7.5,500,30,Jowar,10:26:26 NPK
Satara,Black,55,40,30,7.5,500,30,Jowar,10:26:26 NPK
Satara,Black,60,40,30,7.5,500,30,Jowar,10:26:26 NPK
Satara,Black,40,20,40,6,600,35,Jowar,Urea
Satara,Black,45,20,40,6,600,35,Jowar,Urea
Satara,Black,50,20,40,6,600,35,Jowar,Urea
Satara,Black,55,20,40,6,600,35,Jowar,Urea
Satara,Black,60,20,40,6,600,35,Jowar,Urea
Satara,Black,40,25,20,6.5,400,25,Jowar,Urea
Satara,Black,45,25,20,6.5,400,25,Jowar,Urea
Satara,Black,50,25,20,6.5,400,25,Jowar,Urea
Satara,Black,55,25,20,6.5,400,25,Jowar,Urea
Satara,Black,60,25,20,6.5,400,25,Jowar,Urea
Satara,Black,40,30,25,7,500,30,Jowar,Urea
Satara,Black,45,30,25,7,500,30,Jowar,Urea
Satara,Black,50,30,25,7,500,30,Jowar,Urea
Satara,Black,55,30,25,7,500,30,Jowar,Urea
Satara,Black,60,30,25,7,500,30,Jowar,Urea
Satara,Black,40,35,30,7.5,600,35,Jowar,Urea
Satara,Black,45,35,30,7.5,600,35,Jowar,Urea
Satara,Black,50,35,30,7.5,600,35,Jowar,Urea
Satara,Black,55,35,30,7.5,600,35,Jowar,Urea
Satara,Black,60,35,30,7.5,600,35,Jowar,Urea
Satara,Black,40,40,35,6,400,25,Jowar,Urea
Satara,Black,45,40,35,6,400,25,Jowar,Urea
Satara,Black,50,40,35,6,400,25,Jowar,Urea
Satara,Black,55,40,35,6,400,25,Jowar,Urea
Satara,Black,60,40,35,6,400,25,Jowar,Urea
Satara,Black,120,60,120,6,900,20,Sugarcane,Urea
Satara,Black,125,60,120,6,900,20,Sugarcane,Urea
Satara,Black,130,60,120,6,900,20,Sugarcane,Urea
Satara,Black,135,60,120,6,900,20,Sugarcane,Urea
Satara,Black,140,60,120,6,900,20,Sugarcane,Urea
Satara,Black,145,60,120,6,900,20,Sugarcane,Urea
Satara,Black,150,60,120,6,900,20,Sugarcane,Urea
Satara,Black,120,65,125,6.5,1000,25,Sugarcane,Urea
Satara,Black,125,65,125,6.5,1000,25,Sugarcane,Urea
Satara,Black,130,65,125,6.5,1000,25,Sugarcane,Urea
Satara,Black,135,65,125,6.5,1000,25,Sugarcane,Urea
Satara,Black,140,65,125,6.5,1000,25,Sugarcane,Urea
Satara,Black,145,65,125,6.5,1000,25,Sugarcane,Urea
Satara,Black,150,65,125,6.5,1000,25,Sugarcane,Urea
Satara,Black,120,70,130,7,900,30,Sugarcane,Urea
Satara,Black,125,70,130,7,900,30,Sugarcane,Urea
Satara,Black,130,70,130,7,900,30,Sugarcane,Urea
Satara,Black,135,70,130,7,900,30,Sugarcane,Urea
Satara,Black,140,70,130,7,900,30,Sugarcane,Urea
Satara,Black,145,70,130,7,900,30,Sugarcane,Urea
Satara,Black,150,70,130,7,900,30,Sugarcane,Urea
Satara,Black,120,75,135,6,1000,35,Sugarcane,Urea
Satara,Black,125,75,135,6,1000,35,Sugarcane,Urea
Satara,Black,130,75,135,6,1000,35,Sugarcane,Urea
Satara,Black,135,75,135,6,1000,35,Sugarcane,Urea
Satara,Black,140,75,135,6,1000,35,Sugarcane,Urea
Satara,Black,145,75,135,6,1000,35,Sugarcane,Urea
Satara,Black,150,75,135,6,1000,35,Sugarcane,Urea
Satara,Black,120,80,140,6.5,900,20,Sugarcane,Urea
Satara,Black,125,80,140,6.5,900,20,Sugarcane,Urea
Satara,Black,130,80,140,6.5,900,20,Sugarcane,Urea
Satara,Black,135,80,140,6.5,900,20,Sugarcane,Urea
Satara,Black,140,80,140,6.5,900,20,Sugarcane,Urea
Satara,Black,145,80,140,6.5,900,20,Sugarcane,Urea
Satara,Black,150,80,140,6.5,900,20,Sugarcane,Urea
Satara,Black,120,85,145,7,1000,25,Sugarcane,Urea
Satara,Black,125,85,145,7,1000,25,Sugarcane,Urea
Satara,Black,130,85,145,7,1000,25,Sugarcane,Urea
Satara,Black,135,85,145,7,1000,25,Sugarcane,Urea
Satara,Black,140,85,145,7,1000,25,Sugarcane,Urea
Satara,Black,145,85,145,7,1000,25,Sugarcane,Urea
Satara,Black,150,85,145,7,1000,25,Sugarcane,Urea
Satara,Black,120,90,150,6,900,30,Sugarcane,Urea
Satara,Black,125,90,150,6,900,30,Sugarcane,Urea
Satara,Black,130,90,150,6,900,30,Sugarcane,Urea
Satara,Black,135,90,150,6,900,30,Sugarcane,Urea
Satara,Black,140,90,150,6,900,30,Sugarcane,Urea
Satara,Black,145,90,150,6,900,30,Sugarcane,Urea
Satara,Black,150,90,150,6,900,30,Sugarcane,Urea
Satara,Black,120,60,125,6.5,1000,35,Sugarcane,DAP
Satara,Black,125,60,125,6.5,1000,35,Sugarcane,DAP
Satara,Black,130,60,125,6.5,1000,35,Sugarcane,DAP
Satara,Black,135,60,125,6.5,1000,35,Sugarcane,DAP
Satara,Black,140,60,125,6.5,1000,35,Sugarcane,DAP
Satara,Black,145,60,125,6.5,1000,35,Sugarcane,DAP
Satara,Black,150,60,125,6.5,1000,35,Sugarcane,DAP
Satara,Black,120,65,130,7,900,20,Sugarcane,DAP
Satara,Black,125,65,130,7,900,20,Sugarcane,DAP
Satara,Black,130,65,130,7,900,20,Sugarcane,DAP
Satara,Black,135,65,130,7,900,20,Sugarcane,DAP
Satara,Black,140,65,130,7,900,20,Sugarcane,DAP
Satara,Black,145,65,130,7,900,20,Sugarcane,DAP
Satara,Black,150,65,130,7,900,20,Sugarcane,DAP
Satara,Black,120,70,135,6,1000,25,Sugarcane,DAP
Satara,Black,125,70,135,6,1000,25,Sugarcane,DAP
Satara,Black,130,70,135,6,1000,25,Sugarcane,DAP
Satara,Black,135,70,135,6,1000,25,Sugarcane,DAP
Satara,Black,140,70,135,6,1000,25,Sugarcane,DAP
Satara,Black,145,70,135,6,1000,25,Sugarcane,DAP
